city,tiff_file,mask_file
Putian,dataset/urban_patches/urban_LC81190422019249LGN00_Putian_3_patch.tiff,dataset/urban_masks/urban_LC81190422019249LGN00_Putian_3_mask.tiff
Nanping,dataset/urban_patches/urban_LC81190422019265LGN00_Nanping_3_patch.tiff,dataset/urban_masks/urban_LC81190422019265LGN00_Nanping_3_mask.tiff
Ningde,dataset/urban_patches/urban_LC81190422019265LGN00_Ningde_0_patch.tiff,dataset/urban_masks/urban_LC81190422019265LGN00_Ningde_0_mask.tiff
Putian,dataset/urban_patches/urban_LC81190422019265LGN00_Putian_0_patch.tiff,dataset/urban_masks/urban_LC81190422019265LGN00_Putian_0_mask.tiff
Qiqihar,dataset/urban_patches/urban_LC81200272019272LGN00_Qiqihar_0_patch.tiff,dataset/urban_masks/urban_LC81200272019272LGN00_Qiqihar_0_mask.tiff
Qiqihar,dataset/urban_patches/urban_LC81200272019272LGN00_Qiqihar_1_patch.tiff,dataset/urban_masks/urban_LC81200272019272LGN00_Qiqihar_1_mask.tiff
Qiqihar,dataset/urban_patches/urban_LC81200272019272LGN00_Qiqihar_2_patch.tiff,dataset/urban_masks/urban_LC81200272019272LGN00_Qiqihar_2_mask.tiff
Qiqihar,dataset/urban_patches/urban_LC81200272019272LGN00_Qiqihar_3_patch.tiff,dataset/urban_masks/urban_LC81200272019272LGN00_Qiqihar_3_mask.tiff
Tongliao,dataset/urban_patches/urban_LC81200302019272LGN00_Tongliao_1_patch.tiff,dataset/urban_masks/urban_LC81200302019272LGN00_Tongliao_1_mask.tiff
Tongliao,dataset/urban_patches/urban_LC81200302019272LGN00_Tongliao_3_patch.tiff,dataset/urban_masks/urban_LC81200302019272LGN00_Tongliao_3_mask.tiff
Fuxin,dataset/urban_patches/urban_LC81200312019240LGN00_Fuxin_1_patch.tiff,dataset/urban_masks/urban_LC81200312019240LGN00_Fuxin_1_mask.tiff
Jinzhou,dataset/urban_patches/urban_LC81200312019240LGN00_Jinzhou_3_patch.tiff,dataset/urban_masks/urban_LC81200312019240LGN00_Jinzhou_3_mask.tiff
Huludao,dataset/urban_patches/urban_LC81200322019240LGN00_Huludao_0_patch.tiff,dataset/urban_masks/urban_LC81200322019240LGN00_Huludao_0_mask.tiff
Huludao,dataset/urban_patches/urban_LC81200322019240LGN00_Huludao_2_patch.tiff,dataset/urban_masks/urban_LC81200322019240LGN00_Huludao_2_mask.tiff
Huludao,dataset/urban_patches/urban_LC81200322019240LGN00_Huludao_3_patch.tiff,dataset/urban_masks/urban_LC81200322019240LGN00_Huludao_3_mask.tiff
Huludao,dataset/urban_patches/urban_LC81200322019272LGN00_Huludao_3_patch.tiff,dataset/urban_masks/urban_LC81200322019272LGN00_Huludao_3_mask.tiff
Jinzhou,dataset/urban_patches/urban_LC81200322019272LGN00_Jinzhou_0_patch.tiff,dataset/urban_masks/urban_LC81200322019272LGN00_Jinzhou_0_mask.tiff
Jinzhou,dataset/urban_patches/urban_LC81200322019272LGN00_Jinzhou_1_patch.tiff,dataset/urban_masks/urban_LC81200322019272LGN00_Jinzhou_1_mask.tiff
Jinzhou,dataset/urban_patches/urban_LC81200322019272LGN00_Jinzhou_2_patch.tiff,dataset/urban_masks/urban_LC81200322019272LGN00_Jinzhou_2_mask.tiff
Jinzhou,dataset/urban_patches/urban_LC81200322019272LGN00_Jinzhou_3_patch.tiff,dataset/urban_masks/urban_LC81200322019272LGN00_Jinzhou_3_mask.tiff
Yingkou,dataset/urban_patches/urban_LC81200322019272LGN00_Yingkou_0_patch.tiff,dataset/urban_masks/urban_LC81200322019272LGN00_Yingkou_0_mask.tiff
Qingdao,dataset/urban_patches/urban_LC81200352019272LGN00_Qingdao_3_patch.tiff,dataset/urban_masks/urban_LC81200352019272LGN00_Qingdao_3_mask.tiff
Rizhao,dataset/urban_patches/urban_LC81200352019272LGN00_Rizhao_0_patch.tiff,dataset/urban_masks/urban_LC81200352019272LGN00_Rizhao_0_mask.tiff
Chuzhou,dataset/urban_patches/urban_LC81200382019224LGN00_Chuzhou_1_patch.tiff,dataset/urban_masks/urban_LC81200382019224LGN00_Chuzhou_1_mask.tiff
Ma’anshan,dataset/urban_patches/urban_LC81200382019224LGN00_Ma’anshan_1_patch.tiff,dataset/urban_masks/urban_LC81200382019224LGN00_Ma’anshan_1_mask.tiff
Ma’anshan,dataset/urban_patches/urban_LC81200382019224LGN00_Ma’anshan_2_patch.tiff,dataset/urban_masks/urban_LC81200382019224LGN00_Ma’anshan_2_mask.tiff
Ma’anshan,dataset/urban_patches/urban_LC81200382019224LGN00_Ma’anshan_3_patch.tiff,dataset/urban_masks/urban_LC81200382019224LGN00_Ma’anshan_3_mask.tiff
Xuanzhou,dataset/urban_patches/urban_LC81200382019224LGN00_Xuanzhou_0_patch.tiff,dataset/urban_masks/urban_LC81200382019224LGN00_Xuanzhou_0_mask.tiff
Xuanzhou,dataset/urban_patches/urban_LC81200382019224LGN00_Xuanzhou_1_patch.tiff,dataset/urban_masks/urban_LC81200382019224LGN00_Xuanzhou_1_mask.tiff
Xuanzhou,dataset/urban_patches/urban_LC81200382019224LGN00_Xuanzhou_2_patch.tiff,dataset/urban_masks/urban_LC81200382019224LGN00_Xuanzhou_2_mask.tiff
Xuanzhou,dataset/urban_patches/urban_LC81200382019224LGN00_Xuanzhou_3_patch.tiff,dataset/urban_masks/urban_LC81200382019224LGN00_Xuanzhou_3_mask.tiff
Zhenjiang,dataset/urban_patches/urban_LC81200382019224LGN00_Zhenjiang_0_patch.tiff,dataset/urban_masks/urban_LC81200382019224LGN00_Zhenjiang_0_mask.tiff
Zhenjiang,dataset/urban_patches/urban_LC81200382019224LGN00_Zhenjiang_1_patch.tiff,dataset/urban_masks/urban_LC81200382019224LGN00_Zhenjiang_1_mask.tiff
Zhenjiang,dataset/urban_patches/urban_LC81200382019224LGN00_Zhenjiang_2_patch.tiff,dataset/urban_masks/urban_LC81200382019224LGN00_Zhenjiang_2_mask.tiff
Chuzhou,dataset/urban_patches/urban_LC81200382019256LGN00_Chuzhou_1_patch.tiff,dataset/urban_masks/urban_LC81200382019256LGN00_Chuzhou_1_mask.tiff
Ma’anshan,dataset/urban_patches/urban_LC81200382019256LGN00_Ma’anshan_2_patch.tiff,dataset/urban_masks/urban_LC81200382019256LGN00_Ma’anshan_2_mask.tiff
Xuanzhou,dataset/urban_patches/urban_LC81200382019256LGN00_Xuanzhou_1_patch.tiff,dataset/urban_masks/urban_LC81200382019256LGN00_Xuanzhou_1_mask.tiff
Xuanzhou,dataset/urban_patches/urban_LC81200382019256LGN00_Xuanzhou_2_patch.tiff,dataset/urban_masks/urban_LC81200382019256LGN00_Xuanzhou_2_mask.tiff
Yangzhou,dataset/urban_patches/urban_LC81200382019256LGN00_Yangzhou_3_patch.tiff,dataset/urban_masks/urban_LC81200382019256LGN00_Yangzhou_3_mask.tiff
Ma’anshan,dataset/urban_patches/urban_LC81200382019272LGN00_Ma’anshan_0_patch.tiff,dataset/urban_masks/urban_LC81200382019272LGN00_Ma’anshan_0_mask.tiff
Wuhu,dataset/urban_patches/urban_LC81200382019272LGN00_Wuhu_0_patch.tiff,dataset/urban_masks/urban_LC81200382019272LGN00_Wuhu_0_mask.tiff
Wuhu,dataset/urban_patches/urban_LC81200382019272LGN00_Wuhu_3_patch.tiff,dataset/urban_masks/urban_LC81200382019272LGN00_Wuhu_3_mask.tiff
Xuanzhou,dataset/urban_patches/urban_LC81200382019272LGN00_Xuanzhou_2_patch.tiff,dataset/urban_masks/urban_LC81200382019272LGN00_Xuanzhou_2_mask.tiff
Xuanzhou,dataset/urban_patches/urban_LC81200392019224LGN00_Xuanzhou_0_patch.tiff,dataset/urban_masks/urban_LC81200392019224LGN00_Xuanzhou_0_mask.tiff
Xuanzhou,dataset/urban_patches/urban_LC81200392019272LGN00_Xuanzhou_3_patch.tiff,dataset/urban_masks/urban_LC81200392019272LGN00_Xuanzhou_3_mask.tiff
Nanping,dataset/urban_patches/urban_LC81200412019272LGN00_Nanping_0_patch.tiff,dataset/urban_masks/urban_LC81200412019272LGN00_Nanping_0_mask.tiff
Sanming,dataset/urban_patches/urban_LC81200422019224LGN00_Sanming_3_patch.tiff,dataset/urban_masks/urban_LC81200422019224LGN00_Sanming_3_mask.tiff
Meizhou,dataset/urban_patches/urban_LC81200432019224LGN00_Meizhou_0_patch.tiff,dataset/urban_masks/urban_LC81200432019224LGN00_Meizhou_0_mask.tiff
Meizhou,dataset/urban_patches/urban_LC81200432019224LGN00_Meizhou_1_patch.tiff,dataset/urban_masks/urban_LC81200432019224LGN00_Meizhou_1_mask.tiff
Meizhou,dataset/urban_patches/urban_LC81200432019224LGN00_Meizhou_2_patch.tiff,dataset/urban_masks/urban_LC81200432019224LGN00_Meizhou_2_mask.tiff
Meizhou,dataset/urban_patches/urban_LC81200432019224LGN00_Meizhou_3_patch.tiff,dataset/urban_masks/urban_LC81200432019224LGN00_Meizhou_3_mask.tiff
Zhangzhou,dataset/urban_patches/urban_LC81200432019224LGN00_Zhangzhou_1_patch.tiff,dataset/urban_masks/urban_LC81200432019224LGN00_Zhangzhou_1_mask.tiff
Meizhou,dataset/urban_patches/urban_LC81200432019240LGN00_Meizhou_0_patch.tiff,dataset/urban_masks/urban_LC81200432019240LGN00_Meizhou_0_mask.tiff
Meizhou,dataset/urban_patches/urban_LC81200432019240LGN00_Meizhou_1_patch.tiff,dataset/urban_masks/urban_LC81200432019240LGN00_Meizhou_1_mask.tiff
Meizhou,dataset/urban_patches/urban_LC81200432019240LGN00_Meizhou_2_patch.tiff,dataset/urban_masks/urban_LC81200432019240LGN00_Meizhou_2_mask.tiff
Meizhou,dataset/urban_patches/urban_LC81200432019240LGN00_Meizhou_3_patch.tiff,dataset/urban_masks/urban_LC81200432019240LGN00_Meizhou_3_mask.tiff
Longyan,dataset/urban_patches/urban_LC81200432019256LGN00_Longyan_3_patch.tiff,dataset/urban_masks/urban_LC81200432019256LGN00_Longyan_3_mask.tiff
Puning,dataset/urban_patches/urban_LC81200442019272LGN00_Puning_1_patch.tiff,dataset/urban_masks/urban_LC81200442019272LGN00_Puning_1_mask.tiff
Shantou,dataset/urban_patches/urban_LC81200442019272LGN00_Shantou_0_patch.tiff,dataset/urban_masks/urban_LC81200442019272LGN00_Shantou_0_mask.tiff
Baicheng,dataset/urban_patches/urban_LC81210282019231LGN00_Baicheng_0_patch.tiff,dataset/urban_masks/urban_LC81210282019231LGN00_Baicheng_0_mask.tiff
Baicheng,dataset/urban_patches/urban_LC81210282019231LGN00_Baicheng_1_patch.tiff,dataset/urban_masks/urban_LC81210282019231LGN00_Baicheng_1_mask.tiff
Baicheng,dataset/urban_patches/urban_LC81210282019231LGN00_Baicheng_2_patch.tiff,dataset/urban_masks/urban_LC81210282019231LGN00_Baicheng_2_mask.tiff
Baicheng,dataset/urban_patches/urban_LC81210282019231LGN00_Baicheng_3_patch.tiff,dataset/urban_masks/urban_LC81210282019231LGN00_Baicheng_3_mask.tiff
Baicheng,dataset/urban_patches/urban_LC81210282019247LGN00_Baicheng_3_patch.tiff,dataset/urban_masks/urban_LC81210282019247LGN00_Baicheng_3_mask.tiff
Lianshan,dataset/urban_patches/urban_LC81210312019215LGN00_Lianshan_0_patch.tiff,dataset/urban_masks/urban_LC81210312019215LGN00_Lianshan_0_mask.tiff
Lianshan,dataset/urban_patches/urban_LC81210312019215LGN00_Lianshan_1_patch.tiff,dataset/urban_masks/urban_LC81210312019215LGN00_Lianshan_1_mask.tiff
Lianshan,dataset/urban_patches/urban_LC81210312019215LGN00_Lianshan_2_patch.tiff,dataset/urban_masks/urban_LC81210312019215LGN00_Lianshan_2_mask.tiff
Chaoyang,dataset/urban_patches/urban_LC81210312019231LGN00_Chaoyang_3_patch.tiff,dataset/urban_masks/urban_LC81210312019231LGN00_Chaoyang_3_mask.tiff
Lianshan,dataset/urban_patches/urban_LC81210312019231LGN00_Lianshan_0_patch.tiff,dataset/urban_masks/urban_LC81210312019231LGN00_Lianshan_0_mask.tiff
Lianshan,dataset/urban_patches/urban_LC81210312019231LGN00_Lianshan_1_patch.tiff,dataset/urban_masks/urban_LC81210312019231LGN00_Lianshan_1_mask.tiff
Lianshan,dataset/urban_patches/urban_LC81210312019231LGN00_Lianshan_2_patch.tiff,dataset/urban_masks/urban_LC81210312019231LGN00_Lianshan_2_mask.tiff
Lianshan,dataset/urban_patches/urban_LC81210312019231LGN00_Lianshan_3_patch.tiff,dataset/urban_masks/urban_LC81210312019231LGN00_Lianshan_3_mask.tiff
Chaoyang,dataset/urban_patches/urban_LC81210312019263LGN00_Chaoyang_0_patch.tiff,dataset/urban_masks/urban_LC81210312019263LGN00_Chaoyang_0_mask.tiff
Huludao,dataset/urban_patches/urban_LC81210322019215LGN00_Huludao_0_patch.tiff,dataset/urban_masks/urban_LC81210322019215LGN00_Huludao_0_mask.tiff
Huludao,dataset/urban_patches/urban_LC81210322019215LGN00_Huludao_2_patch.tiff,dataset/urban_masks/urban_LC81210322019215LGN00_Huludao_2_mask.tiff
Huludao,dataset/urban_patches/urban_LC81210322019231LGN00_Huludao_3_patch.tiff,dataset/urban_masks/urban_LC81210322019231LGN00_Huludao_3_mask.tiff
Qinhuangdao,dataset/urban_patches/urban_LC81210322019263LGN00_Qinhuangdao_1_patch.tiff,dataset/urban_masks/urban_LC81210322019263LGN00_Qinhuangdao_1_mask.tiff
Binzhou,dataset/urban_patches/urban_LC81210342019215LGN00_Binzhou_1_patch.tiff,dataset/urban_masks/urban_LC81210342019215LGN00_Binzhou_1_mask.tiff
Zibo,dataset/urban_patches/urban_LC81210352019231LGN00_Zibo_3_patch.tiff,dataset/urban_masks/urban_LC81210352019231LGN00_Zibo_3_mask.tiff
Linyi,dataset/urban_patches/urban_LC81210362019215LGN00_Linyi_2_patch.tiff,dataset/urban_masks/urban_LC81210362019215LGN00_Linyi_2_mask.tiff
Suqian,dataset/urban_patches/urban_LC81210362019215LGN00_Suqian_3_patch.tiff,dataset/urban_masks/urban_LC81210362019215LGN00_Suqian_3_mask.tiff
Suqian,dataset/urban_patches/urban_LC81210362019231LGN00_Suqian_0_patch.tiff,dataset/urban_masks/urban_LC81210362019231LGN00_Suqian_0_mask.tiff
Zaozhuang,dataset/urban_patches/urban_LC81210362019231LGN00_Zaozhuang_1_patch.tiff,dataset/urban_masks/urban_LC81210362019231LGN00_Zaozhuang_1_mask.tiff
Zaozhuang,dataset/urban_patches/urban_LC81210362019231LGN00_Zaozhuang_3_patch.tiff,dataset/urban_masks/urban_LC81210362019231LGN00_Zaozhuang_3_mask.tiff
Linyi,dataset/urban_patches/urban_LC81210362019247LGN00_Linyi_2_patch.tiff,dataset/urban_masks/urban_LC81210362019247LGN00_Linyi_2_mask.tiff
Zaozhuang,dataset/urban_patches/urban_LC81210362019247LGN00_Zaozhuang_0_patch.tiff,dataset/urban_masks/urban_LC81210362019247LGN00_Zaozhuang_0_mask.tiff
Zaozhuang,dataset/urban_patches/urban_LC81210362019247LGN00_Zaozhuang_1_patch.tiff,dataset/urban_masks/urban_LC81210362019247LGN00_Zaozhuang_1_mask.tiff
Huainan,dataset/urban_patches/urban_LC81210372019215LGN00_Huainan_2_patch.tiff,dataset/urban_masks/urban_LC81210372019215LGN00_Huainan_2_mask.tiff
Suzhou,dataset/urban_patches/urban_LC81210372019215LGN00_Suzhou_1_patch.tiff,dataset/urban_masks/urban_LC81210372019215LGN00_Suzhou_1_mask.tiff
Huainan,dataset/urban_patches/urban_LC81210372019231LGN00_Huainan_0_patch.tiff,dataset/urban_masks/urban_LC81210372019231LGN00_Huainan_0_mask.tiff
Suzhou,dataset/urban_patches/urban_LC81210372019231LGN00_Suzhou_2_patch.tiff,dataset/urban_masks/urban_LC81210372019231LGN00_Suzhou_2_mask.tiff
Huainan,dataset/urban_patches/urban_LC81210372019263LGN00_Huainan_1_patch.tiff,dataset/urban_masks/urban_LC81210372019263LGN00_Huainan_1_mask.tiff
Huainan,dataset/urban_patches/urban_LC81210372019263LGN00_Huainan_3_patch.tiff,dataset/urban_masks/urban_LC81210372019263LGN00_Huainan_3_mask.tiff
Chuzhou,dataset/urban_patches/urban_LC81210382019215LGN00_Chuzhou_2_patch.tiff,dataset/urban_masks/urban_LC81210382019215LGN00_Chuzhou_2_mask.tiff
Huainan,dataset/urban_patches/urban_LC81210382019215LGN00_Huainan_1_patch.tiff,dataset/urban_masks/urban_LC81210382019215LGN00_Huainan_1_mask.tiff
Huainan,dataset/urban_patches/urban_LC81210382019215LGN00_Huainan_2_patch.tiff,dataset/urban_masks/urban_LC81210382019215LGN00_Huainan_2_mask.tiff
Huainan,dataset/urban_patches/urban_LC81210382019215LGN00_Huainan_3_patch.tiff,dataset/urban_masks/urban_LC81210382019215LGN00_Huainan_3_mask.tiff
Chuzhou,dataset/urban_patches/urban_LC81210382019231LGN00_Chuzhou_0_patch.tiff,dataset/urban_masks/urban_LC81210382019231LGN00_Chuzhou_0_mask.tiff
Lu’an,dataset/urban_patches/urban_LC81210382019231LGN00_Lu’an_2_patch.tiff,dataset/urban_masks/urban_LC81210382019231LGN00_Lu’an_2_mask.tiff
Lu’an,dataset/urban_patches/urban_LC81210382019231LGN00_Lu’an_3_patch.tiff,dataset/urban_masks/urban_LC81210382019231LGN00_Lu’an_3_mask.tiff
Chuzhou,dataset/urban_patches/urban_LC81210382019263LGN00_Chuzhou_0_patch.tiff,dataset/urban_masks/urban_LC81210382019263LGN00_Chuzhou_0_mask.tiff
Jiujiang,dataset/urban_patches/urban_LC81210392019231LGN00_Jiujiang_2_patch.tiff,dataset/urban_masks/urban_LC81210392019231LGN00_Jiujiang_2_mask.tiff
Nanchang,dataset/urban_patches/urban_LC81210402019215LGN00_Nanchang_2_patch.tiff,dataset/urban_masks/urban_LC81210402019215LGN00_Nanchang_2_mask.tiff
Jiujiang,dataset/urban_patches/urban_LC81210402019231LGN00_Jiujiang_2_patch.tiff,dataset/urban_masks/urban_LC81210402019231LGN00_Jiujiang_2_mask.tiff
Meizhou,dataset/urban_patches/urban_LC81210432019231LGN00_Meizhou_0_patch.tiff,dataset/urban_masks/urban_LC81210432019231LGN00_Meizhou_0_mask.tiff
Huizhou,dataset/urban_patches/urban_LC81210442019263LGN00_Huizhou_0_patch.tiff,dataset/urban_masks/urban_LC81210442019263LGN00_Huizhou_0_mask.tiff
Chifeng,dataset/urban_patches/urban_LC81220312019238LGN00_Chifeng_1_patch.tiff,dataset/urban_masks/urban_LC81220312019238LGN00_Chifeng_1_mask.tiff
Chifeng,dataset/urban_patches/urban_LC81220312019270LGN00_Chifeng_1_patch.tiff,dataset/urban_masks/urban_LC81220312019270LGN00_Chifeng_1_mask.tiff
Chifeng,dataset/urban_patches/urban_LC81220312019270LGN00_Chifeng_2_patch.tiff,dataset/urban_masks/urban_LC81220312019270LGN00_Chifeng_2_mask.tiff
Tangshan,dataset/urban_patches/urban_LC81220322019270LGN00_Tangshan_1_patch.tiff,dataset/urban_masks/urban_LC81220322019270LGN00_Tangshan_1_mask.tiff
Tangshan,dataset/urban_patches/urban_LC81220322019270LGN00_Tangshan_3_patch.tiff,dataset/urban_masks/urban_LC81220322019270LGN00_Tangshan_3_mask.tiff
Dezhou,dataset/urban_patches/urban_LC81220342019270LGN00_Dezhou_1_patch.tiff,dataset/urban_masks/urban_LC81220342019270LGN00_Dezhou_1_mask.tiff
Jinan,dataset/urban_patches/urban_LC81220342019270LGN00_Jinan_2_patch.tiff,dataset/urban_masks/urban_LC81220342019270LGN00_Jinan_2_mask.tiff
Jinan,dataset/urban_patches/urban_LC81220352019270LGN00_Jinan_0_patch.tiff,dataset/urban_masks/urban_LC81220352019270LGN00_Jinan_0_mask.tiff
Jinan,dataset/urban_patches/urban_LC81220352019270LGN00_Jinan_3_patch.tiff,dataset/urban_masks/urban_LC81220352019270LGN00_Jinan_3_mask.tiff
Bozhou,dataset/urban_patches/urban_LC81220362019270LGN00_Bozhou_1_patch.tiff,dataset/urban_masks/urban_LC81220362019270LGN00_Bozhou_1_mask.tiff
Bozhou,dataset/urban_patches/urban_LC81220362019270LGN00_Bozhou_3_patch.tiff,dataset/urban_masks/urban_LC81220362019270LGN00_Bozhou_3_mask.tiff
Jining,dataset/urban_patches/urban_LC81220362019270LGN00_Jining_3_patch.tiff,dataset/urban_masks/urban_LC81220362019270LGN00_Jining_3_mask.tiff
Tongshan,dataset/urban_patches/urban_LC81220362019270LGN00_Tongshan_2_patch.tiff,dataset/urban_masks/urban_LC81220362019270LGN00_Tongshan_2_mask.tiff
Fuyang,dataset/urban_patches/urban_LC81220372019270LGN00_Fuyang_2_patch.tiff,dataset/urban_masks/urban_LC81220372019270LGN00_Fuyang_2_mask.tiff
Huainan,dataset/urban_patches/urban_LC81220372019270LGN00_Huainan_3_patch.tiff,dataset/urban_masks/urban_LC81220372019270LGN00_Huainan_3_mask.tiff
Suzhou,dataset/urban_patches/urban_LC81220372019270LGN00_Suzhou_3_patch.tiff,dataset/urban_masks/urban_LC81220372019270LGN00_Suzhou_3_mask.tiff
Huangshi,dataset/urban_patches/urban_LC81220392019270LGN00_Huangshi_1_patch.tiff,dataset/urban_masks/urban_LC81220392019270LGN00_Huangshi_1_mask.tiff
Jiujiang,dataset/urban_patches/urban_LC81220392019270LGN00_Jiujiang_1_patch.tiff,dataset/urban_masks/urban_LC81220392019270LGN00_Jiujiang_1_mask.tiff
Yichun,dataset/urban_patches/urban_LC81220412019222LGN00_Yichun_3_patch.tiff,dataset/urban_masks/urban_LC81220412019222LGN00_Yichun_3_mask.tiff
Yichun,dataset/urban_patches/urban_LC81220412019238LGN00_Yichun_3_patch.tiff,dataset/urban_masks/urban_LC81220412019238LGN00_Yichun_3_mask.tiff
Pingxiang,dataset/urban_patches/urban_LC81220412019254LGN00_Pingxiang_1_patch.tiff,dataset/urban_masks/urban_LC81220412019254LGN00_Pingxiang_1_mask.tiff
Yichun,dataset/urban_patches/urban_LC81220412019254LGN00_Yichun_0_patch.tiff,dataset/urban_masks/urban_LC81220412019254LGN00_Yichun_0_mask.tiff
Dongguan,dataset/urban_patches/urban_LC81220442019222LGN00_Dongguan_1_patch.tiff,dataset/urban_masks/urban_LC81220442019222LGN00_Dongguan_1_mask.tiff
Foshan,dataset/urban_patches/urban_LC81220442019222LGN00_Foshan_0_patch.tiff,dataset/urban_masks/urban_LC81220442019222LGN00_Foshan_0_mask.tiff
Guangzhou,dataset/urban_patches/urban_LC81220442019222LGN00_Guangzhou_0_patch.tiff,dataset/urban_masks/urban_LC81220442019222LGN00_Guangzhou_0_mask.tiff
Huizhou,dataset/urban_patches/urban_LC81220442019222LGN00_Huizhou_0_patch.tiff,dataset/urban_masks/urban_LC81220442019222LGN00_Huizhou_0_mask.tiff
Huizhou,dataset/urban_patches/urban_LC81220442019222LGN00_Huizhou_1_patch.tiff,dataset/urban_masks/urban_LC81220442019222LGN00_Huizhou_1_mask.tiff
Jiangmen,dataset/urban_patches/urban_LC81220442019222LGN00_Jiangmen_0_patch.tiff,dataset/urban_masks/urban_LC81220442019222LGN00_Jiangmen_0_mask.tiff
Jiangmen,dataset/urban_patches/urban_LC81220442019222LGN00_Jiangmen_1_patch.tiff,dataset/urban_masks/urban_LC81220442019222LGN00_Jiangmen_1_mask.tiff
Jiangmen,dataset/urban_patches/urban_LC81220442019222LGN00_Jiangmen_2_patch.tiff,dataset/urban_masks/urban_LC81220442019222LGN00_Jiangmen_2_mask.tiff
Jiangmen,dataset/urban_patches/urban_LC81220442019222LGN00_Jiangmen_3_patch.tiff,dataset/urban_masks/urban_LC81220442019222LGN00_Jiangmen_3_mask.tiff
Kowloon,dataset/urban_patches/urban_LC81220442019222LGN00_Kowloon_1_patch.tiff,dataset/urban_masks/urban_LC81220442019222LGN00_Kowloon_1_mask.tiff
Kowloon,dataset/urban_patches/urban_LC81220442019222LGN00_Kowloon_3_patch.tiff,dataset/urban_masks/urban_LC81220442019222LGN00_Kowloon_3_mask.tiff
Dongguan,dataset/urban_patches/urban_LC81220442019254LGN00_Dongguan_3_patch.tiff,dataset/urban_masks/urban_LC81220442019254LGN00_Dongguan_3_mask.tiff
Guangzhou,dataset/urban_patches/urban_LC81220442019254LGN00_Guangzhou_0_patch.tiff,dataset/urban_masks/urban_LC81220442019254LGN00_Guangzhou_0_mask.tiff
Guangzhou,dataset/urban_patches/urban_LC81220442019254LGN00_Guangzhou_2_patch.tiff,dataset/urban_masks/urban_LC81220442019254LGN00_Guangzhou_2_mask.tiff
Guangzhou,dataset/urban_patches/urban_LC81220442019254LGN00_Guangzhou_3_patch.tiff,dataset/urban_masks/urban_LC81220442019254LGN00_Guangzhou_3_mask.tiff
Huizhou,dataset/urban_patches/urban_LC81220442019254LGN00_Huizhou_0_patch.tiff,dataset/urban_masks/urban_LC81220442019254LGN00_Huizhou_0_mask.tiff
Huizhou,dataset/urban_patches/urban_LC81220442019254LGN00_Huizhou_1_patch.tiff,dataset/urban_masks/urban_LC81220442019254LGN00_Huizhou_1_mask.tiff
Qingyuan,dataset/urban_patches/urban_LC81220442019254LGN00_Qingyuan_1_patch.tiff,dataset/urban_masks/urban_LC81220442019254LGN00_Qingyuan_1_mask.tiff
Dongguan,dataset/urban_patches/urban_LC81220442019270LGN00_Dongguan_3_patch.tiff,dataset/urban_masks/urban_LC81220442019270LGN00_Dongguan_3_mask.tiff
Foshan,dataset/urban_patches/urban_LC81220442019270LGN00_Foshan_0_patch.tiff,dataset/urban_masks/urban_LC81220442019270LGN00_Foshan_0_mask.tiff
Guangzhou,dataset/urban_patches/urban_LC81220442019270LGN00_Guangzhou_0_patch.tiff,dataset/urban_masks/urban_LC81220442019270LGN00_Guangzhou_0_mask.tiff
Guangzhou,dataset/urban_patches/urban_LC81220442019270LGN00_Guangzhou_2_patch.tiff,dataset/urban_masks/urban_LC81220442019270LGN00_Guangzhou_2_mask.tiff
Guangzhou,dataset/urban_patches/urban_LC81220442019270LGN00_Guangzhou_3_patch.tiff,dataset/urban_masks/urban_LC81220442019270LGN00_Guangzhou_3_mask.tiff
Huizhou,dataset/urban_patches/urban_LC81220442019270LGN00_Huizhou_0_patch.tiff,dataset/urban_masks/urban_LC81220442019270LGN00_Huizhou_0_mask.tiff
Huizhou,dataset/urban_patches/urban_LC81220442019270LGN00_Huizhou_2_patch.tiff,dataset/urban_masks/urban_LC81220442019270LGN00_Huizhou_2_mask.tiff
Zhuhai,dataset/urban_patches/urban_LC81220442019270LGN00_Zhuhai_1_patch.tiff,dataset/urban_masks/urban_LC81220442019270LGN00_Zhuhai_1_mask.tiff
Bekasi Kota,dataset/urban_patches/urban_LC81220642019222LGN00_Bekasi Kota_0_patch.tiff,dataset/urban_masks/urban_LC81220642019222LGN00_Bekasi Kota_0_mask.tiff
Bekasi Kota,dataset/urban_patches/urban_LC81220642019222LGN00_Bekasi Kota_2_patch.tiff,dataset/urban_masks/urban_LC81220642019222LGN00_Bekasi Kota_2_mask.tiff
Bekasi,dataset/urban_patches/urban_LC81220642019222LGN00_Bekasi_0_patch.tiff,dataset/urban_masks/urban_LC81220642019222LGN00_Bekasi_0_mask.tiff
Bekasi,dataset/urban_patches/urban_LC81220642019222LGN00_Bekasi_3_patch.tiff,dataset/urban_masks/urban_LC81220642019222LGN00_Bekasi_3_mask.tiff
Bekasi Kota,dataset/urban_patches/urban_LC81220642019238LGN00_Bekasi Kota_0_patch.tiff,dataset/urban_masks/urban_LC81220642019238LGN00_Bekasi Kota_0_mask.tiff
Bekasi Kota,dataset/urban_patches/urban_LC81220642019254LGN00_Bekasi Kota_0_patch.tiff,dataset/urban_masks/urban_LC81220642019254LGN00_Bekasi Kota_0_mask.tiff
